Inventory_ID,Product_ID,Warehouse_ID,Supplier_ID,Stock_Quantity,Reorder_Level
I01741,275,W001,S037,764,179
I01742,275,W002,S014,792,57
I01743,275,W003,S006,120,148
I01744,275,W004,S025,280,141
I01745,275,W005,S032,226,177
I01746,275,W006,S033,315,37
I01747,275,W007,S037,991,168
I01748,275,W008,S042,783,112
I01749,275,W009,S005,681,117
I01750,275,W010,S011,197,131
I01751,276,W001,S016,756,116
I01752,276,W002,S027,627,78
I01753,276,W003,S003,521,69
I01754,276,W004,S041,504,177
I01755,276,W005,S040,429,67
I01756,276,W006,S027,430,169
I01757,276,W007,S018,168,142
I01758,276,W008,S033,830,29
I01759,276,W009,S014,107,172
I01760,276,W010,S004,407,151
I01761,277,W001,S044,328,115
I01762,277,W002,S038,803,187
I01763,277,W003,S006,726,190
I01764,277,W004,S047,423,28
I01765,277,W005,S033,707,39
I01766,277,W006,S010,244,40
I01767,277,W007,S001,784,81
I01768,277,W008,S042,223,110
I01769,277,W009,S043,900,62
I01770,277,W010,S048,708,174
I01771,278,W001,S005,799,39
I01772,278,W002,S046,118,170
I01773,278,W003,S025,72,37
I01774,278,W004,S017,290,155
I01775,278,W005,S029,493,103
I01776,278,W006,S011,610,76
I01777,278,W007,S023,433,165
I01778,278,W008,S047,584,97
I01779,278,W009,S044,646,168
I01780,278,W010,S048,422,24
I01781,279,W001,S003,794,192
I01782,279,W002,S005,442,41
I01783,279,W003,S043,588,87
I01784,279,W004,S049,248,27
I01785,279,W005,S006,64,186
I01786,279,W006,S004,239,104
I01787,279,W007,S038,810,144
I01788,279,W008,S032,866,95
I01789,279,W009,S033,800,170
I01790,279,W010,S049,377,144
I01791,280,W001,S045,957,84
I01792,280,W002,S028,904,66
I01793,280,W003,S044,308,121
I01794,280,W004,S032,312,120
I01795,280,W005,S041,279,37
I01796,280,W006,S006,275,132
I01797,280,W007,S007,1000,188
I01798,280,W008,S041,84,196
I01799,280,W009,S010,227,114
I01800,280,W010,S041,392,69
I01801,281,W001,S046,813,65
I01802,281,W002,S028,120,154
I01803,281,W003,S003,441,140
I01804,281,W004,S049,243,109
I01805,281,W005,S048,626,198
I01806,281,W006,S045,192,56
I01807,281,W007,S047,320,134
I01808,281,W008,S042,298,175
I01809,281,W009,S033,109,83
I01810,281,W010,S015,469,69
I01811,282,W001,S010,365,28
I01812,282,W002,S045,772,120
I01813,282,W003,S024,160,82
I01814,282,W004,S022,835,197
I01815,282,W005,S013,141,124
I01816,282,W006,S031,856,98
I01817,282,W007,S027,346,64
I01818,282,W008,S036,197,64
I01819,282,W009,S003,103,110
I01820,282,W010,S024,145,42
I01821,283,W001,S021,363,178
I01822,283,W002,S045,485,92
I01823,283,W003,S032,663,76
I01824,283,W004,S025,794,118
I01825,283,W005,S045,592,185
I01826,283,W006,S015,935,101
I01827,283,W007,S020,309,143
I01828,283,W008,S029,628,103
I01829,283,W009,S011,933,73
I01830,283,W010,S004,345,164
I01831,284,W001,S029,845,134
I01832,284,W002,S010,339,197
I01833,284,W003,S020,298,75
I01834,284,W004,S025,645,38
I01835,284,W005,S002,922,135
I01836,284,W006,S031,83,62
I01837,284,W007,S001,978,65
I01838,284,W008,S016,589,95
I01839,284,W009,S038,874,174
I01840,284,W010,S027,408,97
I01841,285,W001,S034,291,199
I01842,285,W002,S028,724,46
I01843,285,W003,S033,839,78
I01844,285,W004,S013,444,152
I01845,285,W005,S005,676,27
I01846,285,W006,S046,793,163
I01847,285,W007,S020,918,66
I01848,285,W008,S046,476,127
I01849,285,W009,S050,847,186
I01850,285,W010,S023,99,53
I01851,286,W001,S036,852,77
I01852,286,W002,S031,918,200
I01853,286,W003,S022,257,136
I01854,286,W004,S023,925,51
I01855,286,W005,S025,796,192
I01856,286,W006,S050,496,194
I01857,286,W007,S020,530,175
I01858,286,W008,S027,499,125
I01859,286,W009,S011,683,135
I01860,286,W010,S023,143,114
I01861,287,W001,S018,732,150
I01862,287,W002,S023,836,24
I01863,287,W003,S049,411,144
I01864,287,W004,S042,384,149
I01865,287,W005,S039,999,104
I01866,287,W006,S001,358,187
I01867,287,W007,S048,869,148
I01868,287,W008,S017,705,125
I01869,287,W009,S010,572,186
I01870,287,W010,S002,62,151
I01871,288,W001,S039,77,122
I01872,288,W002,S049,433,175
I01873,288,W003,S039,160,153
I01874,288,W004,S015,558,153
I01875,288,W005,S002,374,113
I01876,288,W006,S012,564,145
I01877,288,W007,S005,313,75
I01878,288,W008,S004,936,52
I01879,288,W009,S017,939,114
I01880,288,W010,S014,581,55
I01881,289,W001,S024,253,141
I01882,289,W002,S008,334,161
I01883,289,W003,S034,72,175
I01884,289,W004,S011,447,174
I01885,289,W005,S034,499,164
I01886,289,W006,S023,211,122
I01887,289,W007,S036,148,66
I01888,289,W008,S045,593,145
I01889,289,W009,S023,632,72
I01890,289,W010,S034,348,84
I01891,290,W001,S044,670,59
I01892,290,W002,S012,891,149
I01893,290,W003,S040,952,186
I01894,290,W004,S037,660,113
I01895,290,W005,S009,664,87
I01896,290,W006,S005,242,171
I01897,290,W007,S023,549,107
I01898,290,W008,S020,425,164
I01899,290,W009,S047,87,57
I01900,290,W010,S037,300,73
I01901,291,W001,S021,123,118
I01902,291,W002,S001,554,94
I01903,291,W003,S044,495,93
I01904,291,W004,S048,79,100
I01905,291,W005,S034,131,89
I01906,291,W006,S021,736,197
I01907,291,W007,S005,382,62
I01908,291,W008,S003,341,120
I01909,291,W009,S047,972,159
I01910,291,W010,S026,355,88
I01911,292,W001,S021,769,62
I01912,292,W002,S017,543,46
I01913,292,W003,S015,172,29
I01914,292,W004,S002,963,112
I01915,292,W005,S040,256,178
I01916,292,W006,S039,374,26
I01917,292,W007,S038,960,53
I01918,292,W008,S011,525,85
I01919,292,W009,S044,682,172
I01920,292,W010,S027,642,155
I01921,293,W001,S045,402,132
I01922,293,W002,S040,314,102
I01923,293,W003,S016,63,199
I01924,293,W004,S033,440,114
I01925,293,W005,S023,590,129
I01926,293,W006,S034,443,171
I01927,293,W007,S049,458,136
I01928,293,W008,S027,341,22
I01929,293,W009,S043,799,93
I01930,293,W010,S025,251,79
I01931,294,W001,S005,817,113
I01932,294,W002,S026,527,191
I01933,294,W003,S015,874,90
I01934,294,W004,S010,643,175
I01935,294,W005,S033,742,149
I01936,294,W006,S050,230,26
I01937,294,W007,S018,521,152
I01938,294,W008,S048,454,68
I01939,294,W009,S024,806,37
I01940,294,W010,S035,260,195
I01941,295,W001,S012,903,50
I01942,295,W002,S019,203,111
I01943,295,W003,S036,644,182
I01944,295,W004,S033,500,192
I01945,295,W005,S031,298,93
I01946,295,W006,S023,852,112
I01947,295,W007,S011,50,187
I01948,295,W008,S043,469,26
I01949,295,W009,S047,180,151
I01950,295,W010,S041,305,50
I01951,296,W001,S001,997,189
I01952,296,W002,S048,641,108
I01953,296,W003,S006,741,30
I01954,296,W004,S008,929,106
I01955,296,W005,S006,439,64
I01956,296,W006,S041,277,141
I01957,296,W007,S022,806,191
I01958,296,W008,S042,520,190
I01959,296,W009,S027,252,129
I01960,296,W010,S014,61,131
I01961,297,W001,S026,924,173
I01962,297,W002,S001,176,103
I01963,297,W003,S024,288,25
I01964,297,W004,S026,745,139
I01965,297,W005,S020,287,131
I01966,297,W006,S010,386,119
I01967,297,W007,S037,254,47
I01968,297,W008,S034,638,200
I01969,297,W009,S047,83,20
I01970,297,W010,S040,927,158
I01971,298,W001,S034,126,149
I01972,298,W002,S031,990,127
I01973,298,W003,S011,86,146
I01974,298,W004,S017,391,38
I01975,298,W005,S019,524,31
I01976,298,W006,S006,678,158
I01977,298,W007,S030,980,37
I01978,298,W008,S010,270,171
I01979,298,W009,S011,137,195
I01980,298,W010,S018,54,98
I01981,299,W001,S040,843,67
I01982,299,W002,S035,419,94
I01983,299,W003,S047,294,111
I01984,299,W004,S022,671,107
I01985,299,W005,S016,117,141
I01986,299,W006,S030,909,126
I01987,299,W007,S042,411,69
I01988,299,W008,S027,405,195
I01989,299,W009,S003,914,192
I01990,299,W010,S011,524,161
I01991,300,W001,S034,686,30
I01992,300,W002,S044,847,189
I01993,300,W003,S023,149,106
I01994,300,W004,S034,345,80
I01995,300,W005,S003,956,184
I01996,300,W006,S020,192,83
I01997,300,W007,S034,465,196
I01998,300,W008,S015,224,62
I01999,300,W009,S006,183,106
I02000,300,W010,S030,399,148
I02001,301,W001,S041,672,115
I02002,301,W002,S024,942,120
I02003,301,W003,S012,390,80
I02004,301,W004,S015,989,200
I02005,301,W005,S030,310,178
I02006,301,W006,S004,896,77
I02007,301,W007,S008,356,180
I02008,301,W008,S004,315,55
I02009,301,W009,S012,176,185
I02010,301,W010,S031,752,125
I02011,302,W001,S010,817,126
I02012,302,W002,S045,454,149
I02013,302,W003,S013,644,168
I02014,302,W004,S049,656,158
I02015,302,W005,S008,476,95
I02016,302,W006,S048,990,191
I02017,302,W007,S026,904,188
I02018,302,W008,S002,203,78
I02019,302,W009,S007,806,29
I02020,302,W010,S049,685,190
I02021,303,W001,S010,111,190
I02022,303,W002,S041,72,168
I02023,303,W003,S028,418,125
I02024,303,W004,S040,933,91
I02025,303,W005,S001,64,49
I02026,303,W006,S025,523,58
I02027,303,W007,S042,615,101
I02028,303,W008,S021,648,54
I02029,303,W009,S006,899,102
I02030,303,W010,S005,995,148
I02031,304,W001,S044,698,160
I02032,304,W002,S039,989,197
I02033,304,W003,S050,546,97
I02034,304,W004,S004,561,70
I02035,304,W005,S034,266,157
I02036,304,W006,S027,258,200
I02037,304,W007,S046,418,75
I02038,304,W008,S028,447,97
I02039,304,W009,S041,680,64
I02040,304,W010,S041,928,157
I02041,305,W001,S047,624,139
I02042,305,W002,S007,497,124
I02043,305,W003,S022,743,85
I02044,305,W004,S023,601,64
I02045,305,W005,S034,224,37
I02046,305,W006,S044,415,197
I02047,305,W007,S025,990,155
I02048,305,W008,S032,879,117
I02049,305,W009,S033,711,149
I02050,305,W010,S001,904,119
I02051,306,W001,S021,968,52
I02052,306,W002,S047,938,148
I02053,306,W003,S006,422,126
I02054,306,W004,S020,360,183
I02055,306,W005,S008,64,131
I02056,306,W006,S046,906,168
I02057,306,W007,S007,685,141
I02058,306,W008,S015,457,26
I02059,306,W009,S047,676,26
I02060,306,W010,S031,585,93
I02061,307,W001,S042,748,83
I02062,307,W002,S007,615,136
I02063,307,W003,S016,195,169
I02064,307,W004,S019,853,175
I02065,307,W005,S013,929,82
I02066,307,W006,S040,322,87
I02067,307,W007,S029,745,140
I02068,307,W008,S035,537,184
I02069,307,W009,S035,202,179
I02070,307,W010,S048,110,134
I02071,308,W001,S003,564,146
I02072,308,W002,S045,744,174
I02073,308,W003,S028,911,157
I02074,308,W004,S014,190,41
I02075,308,W005,S010,646,189
I02076,308,W006,S028,511,34
I02077,308,W007,S016,815,25
I02078,308,W008,S039,330,51
I02079,308,W009,S037,60,96
I02080,308,W010,S034,967,151
I02081,309,W001,S007,185,139
I02082,309,W002,S030,662,164
I02083,309,W003,S018,394,151
I02084,309,W004,S024,824,27
I02085,309,W005,S033,665,143
I02086,309,W006,S019,915,39
I02087,309,W007,S023,801,69
I02088,309,W008,S013,518,119
I02089,309,W009,S034,707,142
I02090,309,W010,S048,689,141
I02091,310,W001,S030,357,52
I02092,310,W002,S030,534,72
I02093,310,W003,S012,870,107
I02094,310,W004,S031,507,120
I02095,310,W005,S034,479,132
I02096,310,W006,S005,238,188
I02097,310,W007,S047,895,57
I02098,310,W008,S027,323,127
I02099,310,W009,S041,546,60
I02100,310,W010,S002,308,133
I02101,311,W001,S042,748,60
I02102,311,W002,S009,811,118
I02103,311,W003,S024,944,178
I02104,311,W004,S029,125,65
I02105,311,W005,S013,765,26
I02106,311,W006,S027,256,40
I02107,311,W007,S001,251,116
I02108,311,W008,S014,694,103
I02109,311,W009,S027,562,68
I02110,311,W010,S015,340,148
I02111,312,W001,S019,486,153
I02112,312,W002,S036,755,24
I02113,312,W003,S015,762,84
I02114,312,W004,S043,170,176
I02115,312,W005,S030,420,110
I02116,312,W006,S035,548,48
I02117,312,W007,S038,818,108
I02118,312,W008,S020,613,94
I02119,312,W009,S003,586,125
I02120,312,W010,S016,897,190
I02121,313,W001,S040,300,99
I02122,313,W002,S004,783,75
I02123,313,W003,S042,992,138
I02124,313,W004,S047,525,110
I02125,313,W005,S023,267,35
I02126,313,W006,S017,446,179
I02127,313,W007,S037,516,120
I02128,313,W008,S035,728,51
I02129,313,W009,S003,645,61
I02130,313,W010,S040,916,118
I02131,314,W001,S044,54,61
I02132,314,W002,S015,660,76
I02133,314,W003,S017,356,46
I02134,314,W004,S033,622,188
I02135,314,W005,S024,492,62
I02136,314,W006,S021,429,69
I02137,314,W007,S034,536,65
I02138,314,W008,S043,701,117
I02139,314,W009,S001,92,70
I02140,314,W010,S038,636,36
I02141,315,W001,S027,550,155
I02142,315,W002,S026,338,169
I02143,315,W003,S036,757,169
I02144,315,W004,S007,900,154
I02145,315,W005,S030,718,108
I02146,315,W006,S008,237,34
I02147,315,W007,S038,628,66
I02148,315,W008,S027,836,24
I02149,315,W009,S001,771,117
I02150,315,W010,S013,716,103
I02151,316,W001,S049,169,140
I02152,316,W002,S029,933,80
I02153,316,W003,S039,612,136
I02154,316,W004,S050,906,185
I02155,316,W005,S006,828,51
I02156,316,W006,S030,830,187
I02157,316,W007,S033,683,125
I02158,316,W008,S038,118,56
I02159,316,W009,S036,864,37
I02160,316,W010,S014,397,139
I02161,317,W001,S005,718,74
I02162,317,W002,S025,95,124
I02163,317,W003,S004,555,58
I02164,317,W004,S034,174,100
I02165,317,W005,S043,701,143
I02166,317,W006,S032,950,106
I02167,317,W007,S023,75,151
I02168,317,W008,S046,491,28
I02169,317,W009,S017,422,28
I02170,317,W010,S024,381,45
I02171,318,W001,S042,265,90
I02172,318,W002,S023,701,161
I02173,318,W003,S046,372,98
I02174,318,W004,S017,513,151
I02175,318,W005,S025,573,78
I02176,318,W006,S032,621,97
I02177,318,W007,S036,113,26
I02178,318,W008,S017,362,106
I02179,318,W009,S032,900,200
I02180,318,W010,S014,953,48
I02181,319,W001,S012,655,105
I02182,319,W002,S021,958,142
I02183,319,W003,S036,664,111
I02184,319,W004,S034,428,190
I02185,319,W005,S001,906,173
I02186,319,W006,S019,547,24
I02187,319,W007,S028,194,128
I02188,319,W008,S010,250,186
I02189,319,W009,S029,359,57
I02190,319,W010,S050,395,131
I02191,320,W001,S001,535,78
I02192,320,W002,S013,631,122
I02193,320,W003,S002,982,140
I02194,320,W004,S035,467,41
I02195,320,W005,S001,650,20
I02196,320,W006,S024,450,130
I02197,320,W007,S006,205,82
I02198,320,W008,S048,374,176
I02199,320,W009,S037,192,49
I02200,320,W010,S031,255,118
I02201,321,W001,S050,452,31
I02202,321,W002,S047,617,38
I02203,321,W003,S050,959,122
I02204,321,W004,S014,867,96
I02205,321,W005,S032,802,41
I02206,321,W006,S003,125,165
I02207,321,W007,S022,94,117
I02208,321,W008,S036,184,174
I02209,321,W009,S022,575,43
I02210,321,W010,S050,881,188
I02211,322,W001,S019,392,200
I02212,322,W002,S024,153,80
I02213,322,W003,S050,747,34
I02214,322,W004,S050,662,190
I02215,322,W005,S007,970,169
I02216,322,W006,S011,367,169
I02217,322,W007,S011,439,54
I02218,322,W008,S014,866,150
I02219,322,W009,S029,222,22
I02220,322,W010,S011,554,63
I02221,323,W001,S041,685,109
I02222,323,W002,S038,322,81
I02223,323,W003,S004,476,33
I02224,323,W004,S046,161,48
I02225,323,W005,S040,179,139
I02226,323,W006,S024,554,104
I02227,323,W007,S046,137,152
I02228,323,W008,S044,136,180
I02229,323,W009,S018,896,96
I02230,323,W010,S047,220,102
I02231,324,W001,S012,102,49
I02232,324,W002,S037,538,147
I02233,324,W003,S024,625,118
I02234,324,W004,S026,482,86
I02235,324,W005,S048,993,82
I02236,324,W006,S048,728,44
I02237,324,W007,S037,792,45
I02238,324,W008,S046,380,188
I02239,324,W009,S046,314,111
I02240,324,W010,S034,408,32
I02241,325,W001,S006,361,28
I02242,325,W002,S039,743,181
I02243,325,W003,S047,169,169
I02244,325,W004,S047,583,174
I02245,325,W005,S001,611,67
I02246,325,W006,S014,355,70
I02247,325,W007,S035,646,26
I02248,325,W008,S020,552,22
I02249,325,W009,S025,267,43
I02250,325,W010,S002,912,83
I02251,326,W001,S032,569,123
I02252,326,W002,S009,564,26
I02253,326,W003,S028,768,91
I02254,326,W004,S049,279,192
I02255,326,W005,S007,723,99
I02256,326,W006,S026,242,144
I02257,326,W007,S040,531,20
I02258,326,W008,S046,210,147
I02259,326,W009,S004,924,55
I02260,326,W010,S050,824,82
I02261,327,W001,S022,720,199
I02262,327,W002,S039,746,23
I02263,327,W003,S020,272,91
I02264,327,W004,S027,308,55
I02265,327,W005,S030,430,174
I02266,327,W006,S004,455,200
I02267,327,W007,S014,113,144
I02268,327,W008,S027,719,66
I02269,327,W009,S023,761,107
I02270,327,W010,S019,619,158
I02271,328,W001,S012,369,178
I02272,328,W002,S012,151,103
I02273,328,W003,S007,387,120
I02274,328,W004,S006,882,86
I02275,328,W005,S044,850,96
I02276,328,W006,S004,92,25
I02277,328,W007,S014,751,56
I02278,328,W008,S044,430,145
I02279,328,W009,S030,544,161
I02280,328,W010,S042,585,116
I02281,329,W001,S039,409,113
I02282,329,W002,S008,917,143
I02283,329,W003,S003,208,160
I02284,329,W004,S003,362,168
I02285,329,W005,S001,68,190
I02286,329,W006,S037,580,28
I02287,329,W007,S020,215,197
I02288,329,W008,S005,952,52
I02289,329,W009,S016,245,195
I02290,329,W010,S019,395,49
I02291,330,W001,S035,662,109
I02292,330,W002,S010,497,88
I02293,330,W003,S018,472,163
I02294,330,W004,S048,468,178
I02295,330,W005,S050,587,161
I02296,330,W006,S014,292,43
I02297,330,W007,S032,182,44
I02298,330,W008,S031,624,156
I02299,330,W009,S037,535,54
I02300,330,W010,S017,971,129
I02301,331,W001,S044,242,147
I02302,331,W002,S005,752,92
I02303,331,W003,S001,366,79
I02304,331,W004,S015,201,108
I02305,331,W005,S022,661,79
I02306,331,W006,S046,982,74
I02307,331,W007,S026,920,121
I02308,331,W008,S042,734,101
I02309,331,W009,S018,753,129
I02310,331,W010,S007,337,81
I02311,332,W001,S012,711,26
I02312,332,W002,S021,708,164
I02313,332,W003,S036,298,143
I02314,332,W004,S031,647,23
I02315,332,W005,S005,723,44
I02316,332,W006,S034,314,52
I02317,332,W007,S014,263,89
I02318,332,W008,S044,331,189
I02319,332,W009,S005,838,188
I02320,332,W010,S027,204,185
I02321,333,W001,S022,893,164
I02322,333,W002,S001,389,150
I02323,333,W003,S019,206,65
I02324,333,W004,S042,313,95
I02325,333,W005,S048,705,45
I02326,333,W006,S041,285,106
I02327,333,W007,S038,147,53
I02328,333,W008,S045,660,107
I02329,333,W009,S014,828,181
I02330,333,W010,S042,837,49
I02331,334,W001,S012,722,95
I02332,334,W002,S018,122,27
I02333,334,W003,S039,989,156
I02334,334,W004,S010,288,38
I02335,334,W005,S047,303,99
I02336,334,W006,S009,634,108
I02337,334,W007,S003,857,168
I02338,334,W008,S040,394,88
I02339,334,W009,S007,567,49
I02340,334,W010,S024,981,35
I02341,335,W001,S028,377,172
I02342,335,W002,S032,525,183
I02343,335,W003,S021,79,21
I02344,335,W004,S005,910,198
I02345,335,W005,S029,653,67
I02346,335,W006,S008,672,26
I02347,335,W007,S026,537,121
I02348,335,W008,S038,454,102
I02349,335,W009,S047,234,131
I02350,335,W010,S028,136,151
I02351,336,W001,S006,535,121
I02352,336,W002,S046,947,114
I02353,336,W003,S046,840,125
I02354,336,W004,S008,170,65
I02355,336,W005,S039,375,126
I02356,336,W006,S001,647,139
I02357,336,W007,S006,406,144
I02358,336,W008,S045,119,182
I02359,336,W009,S049,926,78
I02360,336,W010,S022,570,92
I02361,337,W001,S044,421,54
I02362,337,W002,S017,737,155
I02363,337,W003,S017,796,137
I02364,337,W004,S016,791,57
I02365,337,W005,S035,862,106
I02366,337,W006,S011,898,100
I02367,337,W007,S010,477,173
I02368,337,W008,S019,823,102
I02369,337,W009,S016,130,97
I02370,337,W010,S031,874,109
I02371,338,W001,S016,57,189
I02372,338,W002,S047,809,43
I02373,338,W003,S028,485,120
I02374,338,W004,S001,300,39
I02375,338,W005,S002,167,182
I02376,338,W006,S043,816,72
I02377,338,W007,S020,92,151
I02378,338,W008,S034,991,89
I02379,338,W009,S006,733,51
I02380,338,W010,S023,356,52
I02381,339,W001,S027,801,79
I02382,339,W002,S024,346,63
I02383,339,W003,S009,571,152
I02384,339,W004,S035,284,48
I02385,339,W005,S030,808,92
I02386,339,W006,S037,415,69
I02387,339,W007,S049,330,103
I02388,339,W008,S004,327,180
I02389,339,W009,S041,425,114
I02390,339,W010,S005,182,39
I02391,340,W001,S008,174,194
I02392,340,W002,S022,741,199
I02393,340,W003,S001,116,65
I02394,340,W004,S037,485,73
I02395,340,W005,S012,219,30
I02396,340,W006,S048,380,103
I02397,340,W007,S040,54,59
I02398,340,W008,S020,817,156
I02399,340,W009,S042,419,29
I02400,340,W010,S020,86,146
I02401,341,W001,S044,500,124
I02402,341,W002,S014,352,109
I02403,341,W003,S017,568,109
I02404,341,W004,S041,639,126
I02405,341,W005,S034,432,61
I02406,341,W006,S048,375,126
I02407,341,W007,S044,58,187
I02408,341,W008,S003,578,127
I02409,341,W009,S033,639,106
I02410,341,W010,S007,852,100
I02411,342,W001,S050,512,70
I02412,342,W002,S031,215,134
I02413,342,W003,S008,304,124
I02414,342,W004,S027,497,33
I02415,342,W005,S008,683,49
I02416,342,W006,S026,673,127
I02417,342,W007,S001,526,125
I02418,342,W008,S017,762,55
I02419,342,W009,S016,865,69
I02420,342,W010,S012,182,181
I02421,343,W001,S013,222,150
I02422,343,W002,S048,553,37
I02423,343,W003,S010,800,184
I02424,343,W004,S013,603,88
I02425,343,W005,S010,190,156
I02426,343,W006,S020,294,59
I02427,343,W007,S031,831,189
I02428,343,W008,S039,91,163
I02429,343,W009,S025,940,67
I02430,343,W010,S008,523,49
I02431,344,W001,S050,675,161
I02432,344,W002,S038,459,190
I02433,344,W003,S043,946,42
I02434,344,W004,S035,650,20
I02435,344,W005,S019,426,56
I02436,344,W006,S002,860,105
I02437,344,W007,S019,647,176
I02438,344,W008,S005,622,60
I02439,344,W009,S041,256,51
I02440,344,W010,S018,465,194
I02441,345,W001,S013,867,51
I02442,345,W002,S044,299,49
I02443,345,W003,S040,502,29
I02444,345,W004,S029,476,52
I02445,345,W005,S042,848,187
I02446,345,W006,S011,965,116
I02447,345,W007,S002,191,22
I02448,345,W008,S003,861,146
I02449,345,W009,S009,913,130
I02450,345,W010,S010,516,180
I02451,346,W001,S008,425,127
I02452,346,W002,S033,680,111
I02453,346,W003,S019,164,77
I02454,346,W004,S029,168,62
I02455,346,W005,S035,416,125
I02456,346,W006,S016,516,115
I02457,346,W007,S032,428,120
I02458,346,W008,S044,70,31
I02459,346,W009,S038,64,31
I02460,346,W010,S018,197,163
I02461,347,W001,S008,954,22
I02462,347,W002,S047,356,102
I02463,347,W003,S006,360,42
I02464,347,W004,S012,260,104
I02465,347,W005,S049,363,55
I02466,347,W006,S030,345,32
I02467,347,W007,S023,594,87
I02468,347,W008,S045,516,106
I02469,347,W009,S018,121,197
I02470,347,W010,S039,807,186
I02471,348,W001,S008,326,64
I02472,348,W002,S030,931,129
I02473,348,W003,S014,419,194
I02474,348,W004,S013,441,100
I02475,348,W005,S004,609,130
I02476,348,W006,S010,815,193
I02477,348,W007,S037,492,71
I02478,348,W008,S035,405,116
I02479,348,W009,S018,874,178
I02480,348,W010,S027,478,53
I02481,349,W001,S008,930,198
I02482,349,W002,S038,922,127
I02483,349,W003,S047,584,199
I02484,349,W004,S036,217,80
I02485,349,W005,S048,628,104
I02486,349,W006,S035,568,130
I02487,349,W007,S037,736,121
I02488,349,W008,S017,766,108
I02489,349,W009,S048,680,149
I02490,349,W010,S023,271,180
I02491,350,W001,S046,278,48
I02492,350,W002,S024,435,150
I02493,350,W003,S023,345,174
I02494,350,W004,S010,712,84
I02495,350,W005,S006,751,64
I02496,350,W006,S047,594,65
I02497,350,W007,S016,711,134
I02498,350,W008,S049,662,21
I02499,350,W009,S039,965,92
I02500,350,W010,S012,169,156
I02501,351,W001,S017,955,118
I02502,351,W002,S019,716,80
I02503,351,W003,S023,209,23
I02504,351,W004,S036,859,97
I02505,351,W005,S029,912,113
I02506,351,W006,S043,936,24
I02507,351,W007,S002,828,57
I02508,351,W008,S014,248,156
I02509,351,W009,S006,873,153
I02510,351,W010,S038,412,55
I02511,352,W001,S032,479,130
I02512,352,W002,S001,152,59
I02513,352,W003,S042,398,165
I02514,352,W004,S016,461,86
I02515,352,W005,S043,310,27
I02516,352,W006,S043,883,115
I02517,352,W007,S006,866,49
I02518,352,W008,S048,780,103
I02519,352,W009,S024,627,113
I02520,352,W010,S010,697,127
I02521,353,W001,S039,275,60
I02522,353,W002,S021,165,147
I02523,353,W003,S028,64,159
I02524,353,W004,S040,372,95
I02525,353,W005,S009,813,182
I02526,353,W006,S029,569,25
I02527,353,W007,S008,804,54
I02528,353,W008,S016,478,169
I02529,353,W009,S036,495,104
I02530,353,W010,S017,835,160
I02531,354,W001,S014,986,145
I02532,354,W002,S010,310,24
I02533,354,W003,S047,615,55
I02534,354,W004,S002,627,121
I02535,354,W005,S015,449,85
I02536,354,W006,S025,809,49
I02537,354,W007,S040,787,29
I02538,354,W008,S049,340,85
I02539,354,W009,S032,403,128
I02540,354,W010,S001,932,29
I02541,355,W001,S038,781,183
I02542,355,W002,S010,214,136
I02543,355,W003,S018,157,147
I02544,355,W004,S032,388,182
I02545,355,W005,S005,594,38
I02546,355,W006,S007,176,24
I02547,355,W007,S047,179,189
I02548,355,W008,S039,233,62
I02549,355,W009,S018,675,45
I02550,355,W010,S039,179,97
I02551,356,W001,S029,340,109
I02552,356,W002,S043,187,193
I02553,356,W003,S037,69,32
I02554,356,W004,S045,87,30
I02555,356,W005,S008,465,80
I02556,356,W006,S015,934,186
I02557,356,W007,S019,338,54
I02558,356,W008,S005,686,175
I02559,356,W009,S013,869,110
I02560,356,W010,S016,917,199
I02561,357,W001,S029,356,44
I02562,357,W002,S016,348,114
I02563,357,W003,S007,406,26
I02564,357,W004,S026,641,180
I02565,357,W005,S005,504,125
I02566,357,W006,S014,67,56
I02567,357,W007,S029,549,128
I02568,357,W008,S015,297,185
I02569,357,W009,S003,65,161
I02570,357,W010,S009,809,97
I02571,358,W001,S024,912,120
I02572,358,W002,S014,816,119
I02573,358,W003,S025,544,87
I02574,358,W004,S034,182,144
I02575,358,W005,S010,101,29
I02576,358,W006,S030,253,141
I02577,358,W007,S050,231,151
I02578,358,W008,S014,741,108
I02579,358,W009,S050,295,152
I02580,358,W010,S014,843,29
I02581,359,W001,S031,792,28
I02582,359,W002,S050,937,140
I02583,359,W003,S006,702,92
I02584,359,W004,S047,500,181
I02585,359,W005,S039,269,173
I02586,359,W006,S046,982,185
I02587,359,W007,S020,242,92
I02588,359,W008,S032,286,122
I02589,359,W009,S047,99,65
I02590,359,W010,S040,834,91
I02591,360,W001,S046,962,179
I02592,360,W002,S023,723,39
I02593,360,W003,S011,782,90
I02594,360,W004,S027,778,25
I02595,360,W005,S039,762,135
I02596,360,W006,S019,209,42
I02597,360,W007,S003,91,83
I02598,360,W008,S050,624,25
I02599,360,W009,S026,796,119
I02600,360,W010,S036,970,124
I02601,361,W001,S028,232,162
I02602,361,W002,S025,803,43
I02603,361,W003,S030,587,110
I02604,361,W004,S019,883,92
I02605,361,W005,S037,753,172
I02606,361,W006,S025,184,197
I02607,361,W007,S044,395,150
I02608,361,W008,S028,266,54
I02609,361,W009,S004,345,178
I02610,361,W010,S023,406,151
I02611,362,W001,S046,740,64
