Order_ID,Order_Date,Product_ID,Warehouse_ID,Quantity,Unit_Price,Total_Amount
O021489,2025-11-13,299,W005,1,44881,44881
O021490,2025-08-31,484,W003,4,39937,159748
O021491,2025-06-12,642,W005,1,38439,38439
O021492,2025-01-20,380,W009,3,8301,24903
O021493,2025-02-11,645,W008,2,30995,61990
O021494,2025-08-29,635,W005,10,16799,167990
O021495,2025-06-01,391,W008,1,57251,57251
O021496,2025-06-30,564,W010,2,9845,19690
O021497,2025-07-28,275,W002,7,15199,106393
O021498,2025-03-29,196,W003,1,47762,47762
O021499,2025-10-08,295,W005,6,53121,318726
O021500,2025-04-25,493,W001,9,49432,444888
O021501,2025-08-22,169,W003,1,6375,6375
O021502,2025-07-13,152,W004,10,12206,122060
O021503,2025-08-06,301,W001,5,9063,45315
O021504,2025-07-17,285,W006,9,47520,427680
O021505,2025-11-16,540,W008,9,12556,113004
O021506,2025-03-29,148,W006,10,2362,23620
O021507,2025-12-04,411,W005,5,32625,163125
O021508,2025-05-06,213,W006,6,12983,77898
O021509,2025-09-08,325,W004,1,11990,11990
O021510,2025-01-19,626,W001,2,50435,100870
O021511,2025-08-01,123,W005,8,5038,40304
O021512,2025-07-16,603,W004,3,2469,7407
O021513,2025-08-25,139,W005,8,13402,107216
O021514,2025-11-16,403,W001,4,45807,183228
O021515,2025-04-24,333,W003,5,46871,234355
O021516,2025-06-25,227,W006,5,45459,227295
O021517,2025-03-19,632,W003,10,59307,593070
O021518,2025-07-25,517,W002,9,48214,433926
O021519,2025-02-22,380,W010,10,8301,83010
O021520,2025-07-08,133,W005,1,12332,12332
O021521,2025-08-09,208,W006,1,11179,11179
O021522,2025-09-27,546,W005,1,17825,17825
O021523,2025-01-02,366,W008,2,11937,23874
O021524,2025-06-09,224,W008,1,12322,12322
O021525,2025-02-15,532,W001,10,50456,504560
O021526,2025-06-24,134,W005,8,31264,250112
O021527,2025-05-25,222,W002,10,55820,558200
O021528,2025-01-07,105,W001,4,56011,224044
O021529,2025-02-13,503,W010,8,38984,311872
O021530,2025-08-28,541,W001,6,11580,69480
O021531,2025-08-13,488,W007,3,51641,154923
O021532,2025-09-12,309,W003,2,27897,55794
O021533,2025-09-13,163,W010,4,10004,40016
O021534,2025-04-27,222,W004,2,55820,111640
O021535,2025-05-22,620,W007,1,33481,33481
O021536,2025-04-22,428,W009,4,55188,220752
O021537,2025-01-22,308,W010,1,28313,28313
O021538,2025-09-25,363,W006,9,28590,257310
O021539,2025-04-15,239,W002,7,29301,205107
O021540,2025-01-30,312,W005,6,55595,333570
O021541,2025-09-02,121,W001,6,47616,285696
O021542,2025-02-11,423,W010,8,5769,46152
O021543,2025-12-01,112,W004,2,39194,78388
O021544,2025-05-14,314,W005,10,25231,252310
O021545,2025-01-26,469,W007,4,11597,46388
O021546,2025-06-26,270,W003,1,15622,15622
O021547,2025-04-08,477,W010,5,30981,154905
O021548,2025-12-16,162,W002,2,28488,56976
O021549,2025-05-02,213,W009,5,12983,64915
O021550,2025-09-01,355,W007,3,2736,8208
O021551,2025-03-21,265,W008,9,15561,140049
O021552,2025-09-12,261,W010,9,3433,30897
O021553,2025-04-13,319,W001,7,17518,122626
O021554,2025-02-04,315,W004,1,21310,21310
O021555,2025-08-05,541,W009,7,11580,81060
O021556,2025-01-02,533,W009,3,24514,73542
O021557,2025-07-08,214,W006,10,65955,659550
O021558,2025-03-02,431,W001,1,6226,6226
O021559,2025-03-11,157,W001,1,25043,25043
O021560,2025-07-07,329,W007,8,14455,115640
O021561,2025-11-15,540,W007,9,12556,113004
O021562,2025-05-08,126,W001,1,33079,33079
O021563,2025-10-24,302,W010,6,52069,312414
O021564,2025-02-18,352,W006,2,10094,20188
O021565,2025-05-20,431,W010,3,6226,18678
O021566,2025-02-24,237,W006,7,37590,263130
O021567,2025-06-18,330,W001,9,990,8910
O021568,2025-11-04,399,W004,7,37556,262892
O021569,2025-07-06,517,W006,9,48214,433926
O021570,2025-09-05,114,W001,7,36754,257278
O021571,2025-10-07,530,W007,9,32619,293571
O021572,2025-02-24,115,W010,8,37862,302896
O021573,2025-08-15,110,W007,2,56110,112220
O021574,2025-10-24,541,W008,3,11580,34740
O021575,2025-03-30,241,W008,2,63902,127804
O021576,2025-02-18,156,W007,8,41247,329976
O021577,2025-05-17,196,W005,2,47762,95524
O021578,2025-07-31,355,W007,1,2736,2736
O021579,2025-07-28,346,W008,3,43134,129402
O021580,2025-07-26,555,W005,7,1567,10969
O021581,2025-03-10,453,W001,6,14282,85692
O021582,2025-02-19,595,W009,7,21427,149989
O021583,2025-03-27,395,W005,4,26200,104800
O021584,2025-05-24,515,W009,9,24670,222030
O021585,2025-07-27,524,W010,3,41988,125964
O021586,2025-04-11,488,W010,6,51641,309846
O021587,2025-12-03,620,W007,8,33481,267848
O021588,2025-10-10,511,W008,5,7070,35350
O021589,2025-04-08,272,W005,8,38005,304040
O021590,2025-03-06,178,W003,4,30251,121004
O021591,2025-12-20,607,W006,1,22229,22229
O021592,2025-10-13,642,W005,4,38439,153756
O021593,2025-11-28,355,W001,10,2736,27360
O021594,2025-04-02,309,W008,10,27897,278970
O021595,2025-06-04,570,W006,5,57701,288505
O021596,2025-03-27,363,W005,8,28590,228720
O021597,2025-07-30,262,W001,8,47906,383248
O021598,2025-10-10,607,W010,8,22229,177832
O021599,2025-01-22,518,W003,3,48138,144414
O021600,2025-09-15,220,W002,7,12471,87297
O021601,2025-04-30,517,W009,3,48214,144642
O021602,2025-10-07,149,W001,5,13234,66170
O021603,2025-12-01,505,W002,10,29508,295080
O021604,2025-03-26,287,W001,5,3124,15620
O021605,2025-05-09,581,W004,1,3344,3344
O021606,2025-03-19,300,W009,5,13380,66900
O021607,2025-07-03,148,W007,10,2362,23620
O021608,2025-08-02,600,W001,3,25435,76305
O021609,2025-01-19,455,W003,2,18608,37216
O021610,2025-07-14,270,W005,9,15622,140598
O021611,2025-10-25,408,W008,6,13004,78024
O021612,2025-03-30,291,W003,8,63408,507264
O021613,2025-11-12,582,W001,4,25048,100192
O021614,2025-09-10,495,W005,2,53352,106704
O021615,2025-05-04,523,W010,4,50310,201240
O021616,2025-12-11,403,W009,8,45807,366456
O021617,2025-06-09,317,W004,9,6032,54288
O021618,2025-05-30,457,W004,7,57039,399273
O021619,2025-09-11,569,W003,4,34672,138688
O021620,2025-04-12,553,W007,10,41208,412080
O021621,2025-03-22,147,W008,7,39694,277858
O021622,2025-03-10,569,W001,4,34672,138688
O021623,2025-09-24,278,W009,4,55898,223592
O021624,2025-01-13,453,W004,8,14282,114256
O021625,2025-09-14,417,W003,3,34585,103755
O021626,2025-12-02,496,W008,3,57358,172074
O021627,2025-08-13,225,W004,6,5619,33714
O021628,2025-07-05,303,W002,5,65352,326760
O021629,2025-03-01,460,W005,4,29824,119296
O021630,2025-05-06,380,W004,10,8301,83010
O021631,2025-04-08,182,W008,7,2117,14819
O021632,2025-07-16,231,W001,5,60750,303750
O021633,2025-04-29,458,W006,8,1191,9528
O021634,2025-03-04,369,W008,6,55426,332556
O021635,2025-05-29,408,W003,2,13004,26008
O021636,2025-07-23,535,W004,9,38132,343188
O021637,2025-01-11,166,W002,5,18374,91870
O021638,2025-05-06,398,W003,6,59641,357846
O021639,2025-05-25,472,W001,4,20374,81496
O021640,2025-03-17,298,W010,7,19575,137025
O021641,2025-05-12,555,W008,1,1567,1567
O021642,2025-05-03,529,W002,6,26074,156444
O021643,2025-09-12,525,W003,5,42542,212710
O021644,2025-12-26,617,W001,7,30472,213304
O021645,2025-01-12,553,W010,6,41208,247248
O021646,2025-10-03,204,W009,9,52633,473697
O021647,2025-09-17,103,W002,9,55459,499131
O021648,2025-11-04,468,W001,2,45077,90154
O021649,2025-06-02,236,W010,1,10344,10344
O021650,2025-11-03,333,W010,8,46871,374968
O021651,2025-01-26,549,W006,4,20194,80776
O021652,2025-07-05,500,W006,3,53830,161490
O021653,2025-11-07,273,W005,2,38422,76844
O021654,2025-10-13,522,W005,6,25811,154866
O021655,2025-07-23,431,W006,3,6226,18678
O021656,2025-02-27,339,W001,4,49670,198680
O021657,2025-05-14,320,W010,5,61547,307735
O021658,2025-07-02,161,W002,7,47165,330155
O021659,2025-03-12,127,W003,7,39363,275541
O021660,2025-03-24,595,W007,3,21427,64281
O021661,2025-10-10,378,W005,9,36836,331524
O021662,2025-01-12,378,W009,5,36836,184180
O021663,2025-12-21,255,W005,7,49709,347963
O021664,2025-10-27,442,W005,9,35783,322047
O021665,2025-08-15,431,W004,3,6226,18678
O021666,2025-07-06,246,W004,10,59925,599250
O021667,2025-06-01,449,W010,5,39055,195275
O021668,2025-06-30,375,W006,7,60252,421764
O021669,2025-03-17,473,W010,3,11607,34821
O021670,2025-08-08,520,W001,6,34215,205290
O021671,2025-01-27,544,W002,4,39431,157724
O021672,2025-10-02,435,W004,5,37406,187030
O021673,2025-06-18,368,W004,4,2322,9288
O021674,2025-10-31,420,W010,8,19205,153640
O021675,2025-07-26,537,W004,4,34784,139136
O021676,2025-10-24,586,W008,5,31873,159365
O021677,2025-01-06,157,W005,8,25043,200344
O021678,2025-06-10,236,W003,7,10344,72408
O021679,2025-03-12,214,W003,9,65955,593595
O021680,2025-07-20,192,W006,9,5685,51165
O021681,2025-05-26,491,W002,5,1461,7305
O021682,2025-11-19,343,W003,3,29913,89739
O021683,2025-03-22,114,W006,2,36754,73508
O021684,2025-09-06,359,W004,9,13025,117225
O021685,2025-11-25,504,W008,10,44738,447380
O021686,2025-11-10,241,W009,2,63902,127804
O021687,2025-03-24,207,W010,9,42269,380421
O021688,2025-03-05,336,W007,10,32327,323270
O021689,2025-07-19,404,W001,4,20861,83444
O021690,2025-10-24,240,W006,10,37830,378300
O021691,2025-01-26,168,W006,4,58139,232556
O021692,2025-09-04,123,W003,9,5038,45342
O021693,2025-01-19,426,W008,3,56953,170859
O021694,2025-01-04,140,W008,5,1337,6685
O021695,2025-09-16,496,W004,2,57358,114716
O021696,2025-03-12,107,W005,7,47450,332150
O021697,2025-10-14,422,W010,4,27716,110864
O021698,2025-08-22,179,W005,7,8909,62363
O021699,2025-10-11,245,W010,10,36423,364230
O021700,2025-03-02,299,W008,2,44881,89762
O021701,2025-10-27,170,W008,4,6139,24556
O021702,2025-12-23,281,W009,3,9555,28665
O021703,2025-01-03,174,W008,7,30940,216580
O021704,2025-03-16,336,W009,3,32327,96981
O021705,2025-10-15,393,W007,5,26090,130450
O021706,2025-12-18,322,W001,5,66285,331425
O021707,2025-02-04,195,W009,6,11382,68292
O021708,2025-03-04,555,W003,1,1567,1567
O021709,2025-07-24,575,W004,10,37227,372270
O021710,2025-11-20,540,W010,3,12556,37668
O021711,2025-05-19,156,W008,9,41247,371223
O021712,2025-04-02,482,W008,7,51750,362250
O021713,2025-11-03,281,W004,10,9555,95550
O021714,2025-03-29,304,W010,10,18934,189340
O021715,2025-05-05,322,W006,3,66285,198855
O021716,2025-06-13,584,W002,1,53801,53801
O021717,2025-06-13,538,W006,1,8733,8733
O021718,2025-10-29,196,W004,10,47762,477620
O021719,2025-01-24,344,W006,2,49277,98554
O021720,2025-06-05,335,W006,1,32600,32600
O021721,2025-02-22,416,W005,2,29393,58786
O021722,2025-01-13,463,W008,8,33061,264488
O021723,2025-06-15,339,W004,5,49670,248350
O021724,2025-01-06,617,W001,6,30472,182832
O021725,2025-11-23,409,W005,10,22022,220220
O021726,2025-09-29,161,W001,3,47165,141495
O021727,2025-05-10,175,W006,6,6659,39954
O021728,2025-08-29,541,W006,7,11580,81060
O021729,2025-03-04,575,W006,5,37227,186135
O021730,2025-07-26,381,W008,6,44668,268008
O021731,2025-07-22,445,W005,4,31473,125892
O021732,2025-01-08,419,W005,7,28140,196980
O021733,2025-05-02,262,W006,3,47906,143718
O021734,2025-06-27,505,W005,2,29508,59016
O021735,2025-02-23,599,W006,10,11153,111530
O021736,2025-03-30,195,W004,10,11382,113820
O021737,2025-12-06,515,W003,2,24670,49340
O021738,2025-05-25,210,W010,7,26230,183610
O021739,2025-09-19,618,W009,4,2595,10380
O021740,2025-07-29,417,W010,9,34585,311265
O021741,2025-04-01,171,W010,9,15246,137214
O021742,2025-08-11,371,W009,2,22508,45016
O021743,2025-02-26,483,W006,7,28543,199801
O021744,2025-10-26,591,W002,1,8853,8853
O021745,2025-03-21,361,W007,1,38332,38332
O021746,2025-01-10,405,W008,6,31338,188028
O021747,2025-08-16,434,W002,2,47905,95810
O021748,2025-09-23,253,W002,10,40605,406050
O021749,2025-10-08,152,W007,5,12206,61030
O021750,2025-02-14,303,W007,8,65352,522816
O021751,2025-05-19,532,W001,1,50456,50456
O021752,2025-11-04,275,W003,2,15199,30398
O021753,2025-10-12,411,W001,9,32625,293625
O021754,2025-12-27,358,W004,4,9812,39248
O021755,2025-06-29,392,W006,7,37096,259672
O021756,2025-10-26,329,W006,4,14455,57820
O021757,2025-08-25,396,W005,2,10317,20634
O021758,2025-05-26,289,W007,8,9984,79872
O021759,2025-03-06,248,W010,3,58715,176145
O021760,2025-04-21,330,W005,6,990,5940
O021761,2025-03-07,491,W006,7,1461,10227
O021762,2025-04-04,499,W003,6,60248,361488
O021763,2025-06-18,145,W007,3,61369,184107
O021764,2025-08-29,285,W006,6,47520,285120
O021765,2025-06-07,105,W010,4,56011,224044
O021766,2025-07-29,472,W003,5,20374,101870
O021767,2025-10-26,451,W002,5,62895,314475
O021768,2025-08-31,305,W007,6,28394,170364
O021769,2025-09-17,115,W006,5,37862,189310
O021770,2025-10-05,319,W003,6,17518,105108
O021771,2025-04-25,616,W010,3,45372,136116
O021772,2025-11-29,457,W009,4,57039,228156
O021773,2025-03-13,345,W002,2,8895,17790
O021774,2025-05-12,178,W001,9,30251,272259
O021775,2025-03-27,545,W004,6,9271,55626
O021776,2025-08-04,547,W009,8,44474,355792
O021777,2025-07-01,508,W009,5,41808,209040
O021778,2025-05-22,216,W009,2,33998,67996
O021779,2025-02-27,225,W010,8,5619,44952
O021780,2025-11-22,208,W010,1,11179,11179
O021781,2025-01-28,318,W003,9,48115,433035
O021782,2025-10-26,546,W008,7,17825,124775
O021783,2025-01-16,224,W004,7,12322,86254
O021784,2025-02-19,148,W001,7,2362,16534
O021785,2025-07-26,469,W003,2,11597,23194
O021786,2025-10-07,330,W008,3,990,2970
O021787,2025-02-15,628,W008,8,37723,301784
O021788,2025-09-07,382,W007,7,35726,250082
O021789,2025-05-24,646,W001,8,6122,48976
O021790,2025-11-01,171,W005,2,15246,30492
O021791,2025-09-18,193,W005,4,55259,221036
O021792,2025-09-14,160,W008,4,4663,18652
O021793,2025-07-23,157,W004,2,25043,50086
O021794,2025-09-24,605,W010,2,30328,60656
O021795,2025-11-17,434,W005,6,47905,287430
O021796,2025-12-27,466,W007,8,36528,292224
O021797,2025-06-09,294,W005,2,14512,29024
O021798,2025-07-30,159,W001,9,18767,168903
O021799,2025-05-26,349,W001,2,28669,57338
O021800,2025-06-14,159,W006,2,18767,37534
O021801,2025-04-13,412,W001,10,6581,65810
O021802,2025-04-15,262,W006,4,47906,191624
O021803,2025-05-15,481,W001,5,18930,94650
O021804,2025-07-22,534,W003,8,31963,255704
O021805,2025-03-06,414,W007,3,29697,89091
O021806,2025-06-07,456,W001,9,67890,611010
O021807,2025-01-04,517,W010,8,48214,385712
O021808,2025-12-27,436,W005,9,10718,96462
O021809,2025-06-29,418,W009,4,34882,139528
O021810,2025-05-21,578,W005,8,15277,122216
O021811,2025-12-22,283,W001,9,52408,471672
O021812,2025-02-04,537,W007,2,34784,69568
O021813,2025-02-01,218,W001,5,30045,150225
O021814,2025-05-01,532,W008,6,50456,302736
O021815,2025-10-08,383,W003,4,49185,196740
O021816,2025-04-07,483,W001,10,28543,285430
O021817,2025-10-20,151,W009,3,39836,119508
O021818,2025-12-18,446,W004,1,2482,2482
O021819,2025-01-19,184,W003,6,30660,183960
O021820,2025-07-29,531,W010,1,53235,53235
O021821,2025-09-05,311,W002,5,22313,111565
O021822,2025-09-28,190,W006,3,23666,70998
O021823,2025-12-21,386,W003,8,57794,462352
O021824,2025-01-04,327,W009,7,7821,54747
O021825,2025-03-21,470,W008,4,9262,37048
O021826,2025-02-23,135,W002,6,11183,67098
O021827,2025-12-29,320,W003,4,61547,246188
O021828,2025-02-27,316,W004,9,45151,406359
O021829,2025-01-19,261,W001,1,3433,3433
O021830,2025-08-12,406,W002,4,51112,204448
O021831,2025-03-11,603,W002,4,2469,9876
O021832,2025-08-25,477,W002,6,30981,185886
O021833,2025-08-16,253,W004,1,40605,40605
O021834,2025-11-15,515,W004,1,24670,24670
O021835,2025-06-19,416,W002,4,29393,117572
O021836,2025-08-18,503,W008,5,38984,194920
O021837,2025-12-25,573,W002,2,39356,78712
O021838,2025-04-08,259,W001,7,8536,59752
O021839,2025-03-15,635,W002,6,16799,100794
O021840,2025-09-07,131,W005,6,40188,241128
O021841,2025-03-08,418,W008,6,34882,209292
O021842,2025-06-21,482,W004,3,51750,155250
O021843,2025-11-19,185,W005,5,22158,110790
O021844,2025-07-06,374,W010,9,25078,225702
O021845,2025-03-22,200,W004,3,48400,145200
O021846,2025-03-03,509,W009,9,22383,201447
O021847,2025-03-03,621,W006,7,38105,266735
O021848,2025-12-15,362,W001,4,15499,61996
O021849,2025-10-07,569,W007,1,34672,34672
O021850,2025-04-22,162,W004,2,28488,56976
O021851,2025-09-01,454,W006,1,49099,49099
O021852,2025-01-25,216,W004,7,33998,237986
O021853,2025-04-29,260,W010,2,7210,14420
O021854,2025-09-06,106,W007,7,2514,17598
O021855,2025-09-22,470,W001,8,9262,74096
O021856,2025-05-27,173,W004,9,56553,508977
O021857,2025-06-01,555,W002,3,1567,4701
O021858,2025-09-03,278,W009,4,55898,223592
O021859,2025-08-29,195,W009,4,11382,45528
O021860,2025-10-21,385,W008,6,44126,264756
O021861,2025-03-04,538,W006,4,8733,34932
O021862,2025-04-26,176,W010,3,14391,43173
O021863,2025-07-17,158,W007,7,31778,222446
O021864,2025-03-04,267,W007,6,5937,35622
O021865,2025-06-07,217,W004,8,14869,118952
O021866,2025-08-31,157,W009,6,25043,150258
O021867,2025-07-13,629,W003,4,31429,125716
O021868,2025-06-26,401,W004,8,41488,331904
O021869,2025-06-17,455,W006,10,18608,186080
O021870,2025-12-05,408,W010,9,13004,117036
O021871,2025-11-11,228,W009,10,10386,103860
O021872,2025-01-01,101,W006,2,18203,36406
O021873,2025-11-18,155,W002,7,25725,180075
O021874,2025-03-30,440,W004,3,5048,15144
O021875,2025-06-27,381,W003,3,44668,134004
O021876,2025-07-24,139,W002,7,13402,93814
O021877,2025-03-15,538,W010,9,8733,78597
O021878,2025-01-21,256,W009,3,32255,96765
O021879,2025-08-28,613,W005,1,29752,29752
O021880,2025-06-23,272,W007,8,38005,304040
O021881,2025-01-24,623,W004,5,49609,248045
O021882,2025-05-05,534,W004,1,31963,31963
O021883,2025-08-28,403,W007,9,45807,412263
O021884,2025-05-18,465,W009,2,16105,32210
O021885,2025-08-20,222,W004,7,55820,390740
O021886,2025-05-12,491,W010,8,1461,11688
O021887,2025-02-06,412,W005,1,6581,6581
O021888,2025-12-27,606,W010,9,7266,65394
O021889,2025-07-18,501,W004,2,1487,2974
O021890,2025-07-25,647,W006,4,45523,182092
O021891,2025-10-26,263,W007,9,13533,121797
O021892,2025-09-11,171,W003,4,15246,60984
O021893,2025-09-28,649,W004,4,42373,169492
O021894,2025-04-13,170,W004,6,6139,36834
O021895,2025-12-10,591,W008,7,8853,61971
O021896,2025-07-01,285,W006,3,47520,142560
O021897,2025-11-06,550,W005,9,30430,273870
O021898,2025-09-21,291,W001,10,63408,634080
O021899,2025-09-16,397,W010,3,67956,203868
O021900,2025-07-24,568,W005,4,9118,36472
O021901,2025-02-02,332,W010,6,50068,300408
O021902,2025-10-19,219,W003,8,4340,34720
O021903,2025-10-29,149,W008,8,13234,105872
O021904,2025-12-28,317,W008,1,6032,6032
O021905,2025-10-11,571,W005,1,4348,4348
O021906,2025-02-15,405,W005,5,31338,156690
O021907,2025-10-18,600,W002,7,25435,178045
O021908,2025-09-15,490,W004,9,22241,200169
O021909,2025-08-06,412,W007,6,6581,39486
O021910,2025-02-27,495,W004,2,53352,106704
O021911,2025-03-02,347,W004,9,35750,321750
O021912,2025-07-26,601,W003,2,51746,103492
O021913,2025-11-01,156,W010,8,41247,329976
O021914,2025-09-02,650,W001,2,21812,43624
O021915,2025-09-30,140,W001,3,1337,4011
O021916,2025-06-15,576,W010,2,25016,50032
O021917,2025-05-25,542,W002,3,30325,90975
O021918,2025-02-10,547,W007,9,44474,400266
O021919,2025-10-09,400,W008,8,31547,252376
O021920,2025-12-02,510,W007,4,44418,177672
O021921,2025-10-12,649,W010,9,42373,381357
O021922,2025-09-26,439,W003,1,21205,21205
O021923,2025-09-29,333,W006,1,46871,46871
O021924,2025-12-04,511,W006,8,7070,56560
O021925,2025-06-02,285,W001,5,47520,237600
O021926,2025-10-19,611,W004,2,34985,69970
O021927,2025-07-16,280,W001,8,34028,272224
O021928,2025-03-14,536,W006,3,48492,145476
O021929,2025-09-21,644,W002,9,47364,426276
O021930,2025-04-29,354,W008,3,53894,161682
O021931,2025-06-28,516,W008,8,45831,366648
O021932,2025-01-13,121,W002,2,47616,95232
O021933,2025-05-12,335,W009,4,32600,130400
O021934,2025-10-12,206,W001,2,36711,73422
O021935,2025-10-03,634,W005,3,12631,37893
O021936,2025-09-27,486,W005,1,1202,1202
O021937,2025-08-13,387,W002,3,21460,64380
O021938,2025-06-28,301,W003,8,9063,72504
O021939,2025-04-08,613,W010,2,29752,59504
O021940,2025-11-10,196,W004,2,47762,95524
O021941,2025-11-20,111,W007,2,2756,5512
O021942,2025-03-22,277,W003,10,53837,538370
O021943,2025-08-29,220,W005,2,12471,24942
O021944,2025-01-24,493,W007,3,49432,148296
O021945,2025-11-02,196,W004,5,47762,238810
O021946,2025-05-11,113,W007,1,53649,53649
O021947,2025-12-18,571,W010,8,4348,34784
O021948,2025-05-17,491,W010,6,1461,8766
O021949,2025-05-22,266,W006,2,46293,92586
O021950,2025-01-24,182,W002,2,2117,4234
O021951,2025-04-29,178,W005,4,30251,121004
O021952,2025-11-22,564,W007,9,9845,88605
O021953,2025-04-07,635,W007,8,16799,134392
O021954,2025-01-22,297,W003,9,33679,303111
O021955,2025-06-29,516,W004,7,45831,320817
O021956,2025-07-22,161,W001,10,47165,471650
O021957,2025-03-11,253,W007,5,40605,203025
O021958,2025-09-07,423,W004,5,5769,28845
O021959,2025-04-13,336,W009,2,32327,64654
O021960,2025-10-26,465,W007,8,16105,128840
O021961,2025-03-09,464,W003,7,49331,345317
O021962,2025-10-07,622,W001,5,50838,254190
O021963,2025-12-17,381,W004,7,44668,312676
O021964,2025-11-10,165,W009,1,14337,14337
O021965,2025-08-19,461,W008,5,18946,94730
O021966,2025-04-03,342,W010,3,36763,110289
O021967,2025-04-25,341,W005,10,48513,485130
O021968,2025-12-02,299,W003,4,44881,179524
O021969,2025-08-17,591,W003,4,8853,35412
O021970,2025-03-11,554,W003,6,37991,227946
O021971,2025-05-24,187,W001,4,42967,171868
O021972,2025-04-10,359,W009,2,13025,26050
O021973,2025-05-26,131,W008,6,40188,241128
O021974,2025-12-09,451,W005,8,62895,503160
O021975,2025-04-03,592,W006,6,37008,222048
O021976,2025-09-01,391,W003,6,57251,343506
O021977,2025-11-27,367,W008,10,13680,136800
O021978,2025-12-23,203,W007,7,7254,50778
O021979,2025-06-10,179,W007,3,8909,26727
O021980,2025-01-08,564,W001,1,9845,9845
O021981,2025-12-20,156,W010,6,41247,247482
O021982,2025-03-18,384,W005,8,54463,435704
O021983,2025-06-26,635,W007,2,16799,33598
O021984,2025-08-31,588,W003,1,34399,34399
O021985,2025-06-10,327,W004,3,7821,23463
O021986,2025-07-11,215,W010,3,16749,50247
O021987,2025-06-25,389,W006,7,64271,449897
O021988,2025-12-28,592,W002,5,37008,185040
O021989,2025-04-02,314,W001,5,25231,126155
O021990,2025-09-05,491,W007,9,1461,13149
O021991,2025-01-04,458,W010,3,1191,3573
O021992,2025-10-15,409,W009,4,22022,88088
O021993,2025-07-26,195,W002,1,11382,11382
O021994,2025-10-15,140,W007,2,1337,2674
O021995,2025-10-30,400,W009,1,31547,31547
O021996,2025-07-09,409,W001,6,22022,132132
O021997,2025-07-03,205,W009,10,38674,386740
O021998,2025-08-03,218,W001,5,30045,150225
O021999,2025-01-09,172,W009,6,33183,199098
O022000,2025-07-11,617,W008,9,30472,274248
O022001,2025-08-01,226,W008,3,29288,87864
O022002,2025-10-28,366,W008,6,11937,71622
O022003,2025-01-11,463,W002,1,33061,33061
O022004,2025-04-13,233,W005,7,5515,38605
O022005,2025-12-02,432,W009,6,20485,122910
O022006,2025-10-03,534,W004,8,31963,255704
O022007,2025-06-11,501,W008,7,1487,10409
O022008,2025-05-18,141,W010,4,49908,199632
O022009,2025-07-15,379,W004,9,36429,327861
O022010,2025-05-14,186,W002,6,44746,268476
O022011,2025-12-26,497,W005,7,38068,266476
O022012,2025-06-05,434,W010,2,47905,95810
O022013,2025-07-01,582,W002,7,25048,175336
O022014,2025-03-29,425,W010,1,39975,39975
O022015,2025-10-07,482,W004,5,51750,258750
O022016,2025-02-07,536,W006,3,48492,145476
O022017,2025-11-21,564,W010,3,9845,29535
O022018,2025-12-10,514,W010,6,7054,42324
O022019,2025-03-23,202,W006,7,11947,83629
O022020,2025-12-30,448,W009,7,4335,30345
O022021,2025-04-17,254,W001,3,58170,174510
O022022,2025-08-02,295,W005,10,53121,531210
O022023,2025-09-27,178,W001,4,30251,121004
O022024,2025-05-25,149,W002,6,13234,79404
O022025,2025-02-01,593,W010,2,25720,51440
O022026,2025-08-03,292,W002,9,25146,226314
O022027,2025-10-29,615,W009,7,49055,343385
O022028,2025-12-25,215,W005,10,16749,167490
O022029,2025-01-06,507,W002,1,43448,43448
O022030,2025-04-27,146,W001,4,37374,149496
O022031,2025-03-21,439,W008,9,21205,190845
O022032,2025-06-03,273,W005,4,38422,153688
O022033,2025-03-12,197,W003,1,2666,2666
O022034,2025-06-30,416,W010,4,29393,117572
O022035,2025-12-06,210,W006,3,26230,78690
O022036,2025-08-22,338,W002,4,55703,222812
O022037,2025-11-29,281,W007,4,9555,38220
O022038,2025-01-02,323,W007,9,20015,180135
O022039,2025-06-15,596,W008,5,35808,179040
O022040,2025-03-28,409,W004,2,22022,44044
O022041,2025-05-22,326,W006,6,54482,326892
O022042,2025-10-04,370,W006,2,23729,47458
O022043,2025-05-27,191,W010,8,20662,165296
O022044,2025-12-12,118,W003,9,26336,237024
O022045,2025-07-22,561,W006,4,48205,192820
O022046,2025-10-07,275,W007,6,15199,91194
O022047,2025-08-05,287,W009,2,3124,6248
O022048,2025-07-22,520,W004,10,34215,342150
O022049,2025-07-28,285,W003,6,47520,285120
O022050,2025-06-02,621,W008,8,38105,304840
O022051,2025-01-11,412,W001,1,6581,6581
O022052,2025-12-27,506,W009,7,63315,443205
O022053,2025-12-31,507,W003,9,43448,391032
O022054,2025-12-22,293,W007,10,31420,314200
O022055,2025-04-27,647,W008,3,45523,136569
O022056,2025-03-29,457,W003,1,57039,57039
O022057,2025-10-10,284,W005,2,42514,85028
O022058,2025-12-10,181,W006,2,15972,31944
O022059,2025-02-08,371,W009,9,22508,202572
O022060,2025-09-18,198,W003,3,8989,26967
O022061,2025-07-10,465,W006,6,16105,96630
O022062,2025-02-18,313,W002,1,66746,66746
O022063,2025-05-15,138,W006,1,59797,59797
O022064,2025-02-11,574,W002,3,44220,132660
O022065,2025-11-05,409,W005,3,22022,66066
O022066,2025-11-19,489,W009,6,53941,323646
O022067,2025-08-30,542,W001,1,30325,30325
O022068,2025-05-01,175,W006,4,6659,26636
O022069,2025-12-04,464,W006,9,49331,443979
